"common_name","genus","species","type","cultivar","date_removed","latitude","longitude"
"White Oak","Quercus","alba","Deciduous",NA,NA,-111.052,45.66861
"Cottonwood","Populus","deltoides","Deciduous",NA,"3/8/2016 0:00",-111.049,45.66401
"Hackberry","Celtis","occidentalis","Deciduous",NA,NA,-111.052,45.66387
"Apple","Malus",NA,"Deciduous",NA,NA,-111.049,45.66506
"Flowering Crab Apple","Malus",NA,"Deciduous",NA,NA,-111.05,45.66316
"Chokecherry","Prunus","virginiana","Deciduous",NA,NA,-111.05,45.66345
"Flowering Crab Apple","Malus",NA,"Deciduous",NA,NA,-111.05,45.66356
"Flowering Crab Apple","Malus",NA,"Deciduous",NA,NA,-111.05,45.66355
"Flowering Crab Apple","Malus",NA,"Deciduous",NA,NA,-111.05,45.66357
"Cottonwood","Populus","deltoides","Deciduous",NA,NA,-111.048,45.66287
"Cottonwood","Populus","deltoides","Deciduous",NA,NA,-111.048,45.66285
"Cottonwood","Populus","deltoides","Deciduous",NA,NA,-111.047,45.66285
"Cottonwood","Populus","deltoides","Deciduous",NA,NA,-111.047,45.66287
"Cottonwood","Populus","deltoides","Deciduous",NA,NA,-111.047,45.66286
"American Elm","Ulmus","americana","Deciduous","Cathredral",NA,-111.047,45.66286
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.047,45.66312
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.047,45.66322
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.047,45.66345
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis","10/5/2015 0:00",-111.047,45.66378
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis","10/5/2015 6:00",-111.047,45.66383
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis","10/7/2015 0:00",-111.047,45.66377
"Honey Locust","Gleditsia","tricanthos","Deciduous","Inermis","10/5/2015 0:00",-111.047,45.66386
"Honey Locust","Gleditsia","tricanthos","Deciduous","Inermis","10/5/2015 0:00",-111.047,45.66376
"Honey Locust","Gleditsia","tricanthos","Deciduous","Inermis","10/5/2015 0:00",-111.047,45.66377
"Honey Locust","Gleditsia","tricanthos","Deciduous",NA,"10/7/2015 0:00",-111.047,45.66385
"Honey Locust","Gleditsia","tricanthos","Deciduous","Inermis","10/5/2015 6:00",-111.048,45.66385
"Honey Locust","Gleditsia","tricanthos","Deciduous","Inermis","10/7/2015 0:00",-111.048,45.66384
"Bur Oak","Quercus","macrocarpa","Deciduous",NA,NA,-111.048,45.66333
"Bur Oak","Quercus","macrocarpa","Deciduous",NA,"10/7/2015 0:00",-111.048,45.66337
"Linden","Tilia","americana","Deciduous",NA,NA,-111.048,45.66363
"Green Ash","Fraxinus","pensilvanica","Deciduous",NA,"10/5/2015 0:00",-111.048,45.66376
"Flowering Crab Apple","Malus","x","Deciduous",NA,"10/5/2015 6:00",-111.048,45.66357
"Linden","Tilia","americana","Deciduous",NA,"10/5/2015 0:00",-111.048,45.66386
"Maple (Norway)","Acer","platanoides","Deciduous",NA,"8/16/2016 19:18",-111.047,45.66507
"Amur Cherry","Prunus","maackii","Deciduous",NA,"8/16/2016 19:17",-111.047,45.66508
"Amur Cherry","Prunus","maackii","Deciduous",NA,"8/16/2016 19:16",-111.048,45.66507
"Ginnala Maple","Acer","ginnala","Deciduous",NA,"8/16/2016 19:16",-111.048,45.66507
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.052,45.66268
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.052,45.66249
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.052,45.66205
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.052,45.66184
"American Linden","Tilia","americana","Deciduous",NA,NA,-111.052,45.66241
"American Linden","Tilia","americana","Deciduous",NA,NA,-111.052,45.66216
"American Linden","Tilia","americana","Deciduous",NA,NA,-111.052,45.66166
"American Linden","Tilia","americana","Deciduous",NA,NA,-111.052,45.66146
"American Linden","Tilia","americana","Deciduous",NA,NA,-111.052,45.66121
"Silver Maple","Acer","saccarinum","Deciduous",NA,NA,-111.052,45.66108
"Silver Maple","Acer","saccarinum","Deciduous",NA,NA,-111.052,45.66097
"Silver Maple","Acer","saccarinum","Deciduous",NA,NA,-111.052,45.66083
"Ginnala Maple","Acer","ginnala","Deciduous",NA,NA,-111.052,45.66064
"Ginnala Maple","Acer","ginnala","Deciduous",NA,NA,-111.052,45.66063
"Ginnala Maple","Acer","ginnala","Deciduous",NA,NA,-111.052,45.66061
"Ginnala Maple","Acer","ginnala","Deciduous",NA,NA,-111.052,45.66062
"Ginnala Maple","Acer","ginnala","Deciduous",NA,NA,-111.052,45.66058
"Apple","Malus",NA,"Deciduous",NA,NA,-111.051,45.66363
"Apple","Malus",NA,"Deciduous",NA,NA,-111.052,45.66361
"Chokecherry","Prunus","virginiana","Deciduous",NA,NA,-111.052,45.66366
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66268
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66258
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66169
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66147
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66104
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66093
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66082
"Green Ash","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.047,45.66062
"Linden","Tilia","americana","Deciduous",NA,NA,-111.047,45.6618
"Linden","Tilia","americana","Deciduous","Redmond",NA,-111.047,45.66213
"Linden","Tilia","americana","Deciduous",NA,NA,-111.047,45.66236
"Linden","Tilia","americana","Deciduous",NA,NA,-111.047,45.66278
"Bur Oak","Quercus","macrocarpa","Deciduous",NA,NA,-111.047,45.66245
"Bur Oak","Quercus","macrocarpa","Deciduous",NA,NA,-111.047,45.66189
"Cottonwood","Populus","deltoides","Deciduous",NA,NA,-111.047,45.66137
"Cottonwood","Populus","deltoides","Deciduous",NA,NA,-111.047,45.66125
"Cottonwood","Populus","deltoides","Deciduous",NA,NA,-111.047,45.66115
"Cottonwood","Populus","deltoides","Deciduous",NA,NA,-111.051,45.66484
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.049,45.66369
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.049,45.66364
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.049,45.66348
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.049,45.66333
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.049,45.66317
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.049,45.66312
"American Elm","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66349
"American Elm","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66341
"American Elm","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66334
"American Elm","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66327
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.052,45.66355
"Honey Locust","Gleditsia","tricanthos","Deciduous","Inermis",NA,-111.052,45.6635
"Bur Oak","Quercus","macrocarpa","Deciduous",NA,NA,-111.052,45.66333
"Maple","Acer",NA,"Deciduous",NA,NA,-111.052,45.66319
"Bur Oak","Quercus","macrocarpa","Deciduous",NA,NA,-111.052,45.66276
"Bur Oak","Quercus","macrocarpa","Deciduous",NA,NA,-111.052,45.66277
"Bur Oak","Quercus","macrocarpa","Deciduous",NA,NA,-111.051,45.66506
"American Elm","Ulmus","americana","Deciduous",NA,NA,-111.051,45.66506
"Bur Oak","Quercus","macrocarpa","Deciduous",NA,NA,-111.052,45.66505
"American Elm","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66505
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.051,45.66409
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.051,45.66416
"American Elm","Ulmus","americana","Deciduous",NA,NA,-111.052,45.6648
"American Elm","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66452
"American Elm","Ulmus","americana","Deciduous",NA,NA,-111.052,45.66422
"Maple","Acer","ginalla","Deciduous",NA,"8/16/2016 19:15",-111.048,45.66506
"Cottonwood","Populus","deltoides","Deciduous",NA,NA,-111.049,45.66401
"Flowering Crab Apple","Malus",NA,"Deciduous",NA,NA,-111.05,45.66213
"Flowering Crab Apple","Malus",NA,"Deciduous",NA,NA,-111.051,45.66212
"Flowering Crab Apple","Malus",NA,"Deciduous",NA,NA,-111.051,45.66217
"Flowering Crab Apple","Malus",NA,"Deciduous",NA,NA,-111.051,45.66213
"Flowering Crab Apple","Malus",NA,"Deciduous",NA,NA,-111.051,45.66216
"Flowering Crab Apple","Malus",NA,"Deciduous",NA,NA,-111.052,45.66216
"Flowering Crab Apple","Malus",NA,"Deciduous",NA,NA,-111.052,45.66213
"Linden","Tilia","americana","Deciduous","Redmond",NA,-111.051,45.66214
"Linden","Tilia","americana","Deciduous","Redmond",NA,-111.051,45.66215
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66282
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66282
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66286
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66283
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66284
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66283
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66289
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66285
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66284
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66281
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66276
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.051,45.66275
"Bur Oak","Quercus","maccrocarpa","Deciduous",NA,NA,-111.051,45.66277
"Bur Oak","Quercus","maccrocarpa","Deciduous",NA,NA,-111.051,45.66277
"Flowering Crab Apple","Malus",NA,"Deciduous","Spring Snow",NA,-111.051,45.66278
"Flowering Crab Apple","Malus",NA,"Deciduous","Spring Snow",NA,-111.051,45.66276
"Flowering Crab Apple","Malus",NA,"Deciduous","Spring Snow",NA,-111.051,45.66276
"Flowering Crab Apple","Malus",NA,"Deciduous","Spring Snow",NA,-111.051,45.66275
"Flowering Crab Apple","Malus",NA,"Deciduous","Spring Snow",NA,-111.05,45.66276
"Flowering Crab Apple","Malus",NA,"Deciduous","Spring Snow",NA,-111.05,45.6627
"Flowering Crab Apple","Malus",NA,"Deciduous","Spring Snow",NA,-111.051,45.66269
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66277
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.6628
"Linden (Redmond)","Tilia","americana","Deciduous",NA,NA,-111.05,45.66504
"Linden (Redmond)","Tilia","americana","Deciduous",NA,NA,-111.05,45.665
"Linden (Redmond)","Tilia","americana","Deciduous","Redmond",NA,-111.05,45.66491
"Linden (Redmond)","Tilia","americana","Deciduous","Redmond",NA,-111.051,45.66471
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.05,45.66482
"Oak (Bur)","Quercus","maccrocarpa","Deciduous",NA,NA,-111.05,45.66486
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.048,45.66321
"Mongolian Linden","Tilia","mongolica","Deciduous","Harvest Gold",NA,-111.048,45.66311
"Hackberry","Celtis","occidentalis","Deciduous",NA,NA,-111.052,45.66156
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.061,45.66502
"Plum","Prunus",NA,"Deciduous",NA,NA,-111.061,45.66537
"Plum","Prunus",NA,"Deciduous",NA,NA,-111.061,45.6654
"Plum","Prunus",NA,"Deciduous",NA,NA,-111.061,45.66542
"Plum","Prunus",NA,"Deciduous",NA,NA,-111.061,45.66542
"Plum","Prunus",NA,"Deciduous",NA,NA,-111.061,45.66544
"Plum","Prunus",NA,"Deciduous",NA,NA,-111.061,45.66545
"Plum","Prunus",NA,"Deciduous",NA,NA,-111.061,45.66546
"Plum","Prunus",NA,"Deciduous",NA,NA,-111.061,45.66547
"Hawthorne","Crataegus","x mordenensis","Deciduous","Toba",NA,-111.061,45.66566
"Hawthorne","Crataegus","x mordenensis","Deciduous","Toba",NA,-111.061,45.66567
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.061,45.66579
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.061,45.66581
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.061,45.66579
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66015
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66014
"Aspen","Populus","tremuloides","Deciduous",NA,"7/27/2015 0:00",-111.05,45.66014
"Aspen","Populus","tremuloides","Deciduous",NA,"7/27/2015 0:00",-111.05,45.66015
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66001
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66002
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66002
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66001
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.65993
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.65997
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.65995
"Linden","Tilia","americana","Deciduous",NA,NA,-111.05,45.65969
"Linden","Tilia","americana","Deciduous",NA,NA,-111.051,45.65945
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.05,45.65971
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis","10/5/2015 0:00",-111.051,45.6596
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.051,45.6592
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.05,45.65835
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.05,45.65831
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.049,45.65945
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.049,45.65936
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.055,45.6662
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.65953
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.65952
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.65933
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.6593
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.65928
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.05,45.65967
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.05,45.65961
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.05,45.65945
"Honey Locust","Gleditsia","triacanthos","Deciduous",NA,NA,-111.051,45.6594
"Apple (Flower Crab)","Malus","ioensis","Deciduous","Bechtel's",NA,-111.051,45.66307
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.05,45.65863
"Elm (American)","Ulmus","americana","Deciduous","Brandon",NA,-111.051,45.66478
"Oakleaf Mountain Ash","Sorbus","x thuringiaca","Deciduous",NA,NA,-111.051,45.66465
"Cottonwood","Populus",NA,"Deciduous",NA,NA,-111.049,45.65754
"Cottonwood","Populus",NA,"Deciduous",NA,NA,-111.049,45.6576
"Cottonwood","Populus",NA,"Deciduous",NA,NA,-111.049,45.65765
"Maple","Acer","ginnala","Deciduous",NA,NA,-111.048,45.65715
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.65722
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.049,45.65719
"Russian Olive","Elaeagnus","angustifolia","Deciduous",NA,NA,-111.049,45.65732
"Russian Olive","Elaeagnus","angustifolia","Deciduous",NA,NA,-111.049,45.65735
"Russian Olive","Elaeagnus","angustifolia","Deciduous",NA,NA,-111.049,45.65719
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.65751
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.047,45.65839
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.048,45.65872
"Birch (Paper)","Betula","papyrifera","Deciduous",NA,NA,-111.047,45.65849
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.048,45.65887
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.048,45.65892
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.048,45.65897
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.048,45.65882
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.047,45.65839
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.048,45.6587
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.65727
"Maple (Norway)","Acer","acer","Deciduous",NA,NA,-111.049,45.66396
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.049,45.66378
"Linden","Tilia","cordata","Deciduous","Greenspire",NA,-111.052,45.66228
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.047,45.66203
"White Ash","Fraxinus","americana","Deciduous","Calypso","6/13/2016 6:00",-111.047,45.66355
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.052,45.66175
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.052,45.66437
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.052,45.66466
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.047,45.66159
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.052,45.66355
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.052,45.66407
"Hackberry","Celtis","occidentalis","Deciduous",NA,NA,-111.05,45.66504
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.05,45.66492
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.052,45.66339
"Linden","Tilia","cordata","Deciduous","Greenspire",NA,-111.047,45.66333
"Buckeye","Aesculus","glabra","Deciduous",NA,NA,-111.047,45.667
"Crabapple","Malus",NA,"Deciduous",NA,NA,-111.048,45.66828
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.046,45.66661
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.047,45.66665
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.046,45.66673
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.051,45.66944
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.053,45.66598
"White Ash","Fraxinus","americana","Deciduous","Calypso",NA,-111.054,45.67095
"Linden (American)","Tilia","americana","Deciduous",NA,NA,-111.047,45.66777
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66843
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.051,45.66847
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.051,45.66855
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.6685
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66837
"Hackberry","Celtis","occidentalis","Deciduous",NA,NA,-111.05,45.66855
"Buckeye","Aesculus","glabra","Deciduous",NA,NA,-111.05,45.66853
"Amur Maple","Acer","ginnala","Deciduous",NA,NA,-111.05,45.66854
"Amur Maple","Acer","ginnala","Deciduous",NA,NA,-111.05,45.66852
"Amur Maple","Acer","ginnala","Deciduous",NA,NA,-111.05,45.66847
"Amur Maple","Acer","ginnala","Deciduous",NA,NA,-111.05,45.66849
"Amur Maple","Acer","ginnala","Deciduous",NA,NA,-111.05,45.66848
"Amur Maple","Acer","ginnala","Deciduous",NA,NA,-111.05,45.66848
"Amur Maple","Acer","ginnala","Deciduous",NA,NA,-111.05,45.66851
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.05,45.66863
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.05,45.66863
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.05,45.66856
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.049,45.66841
"Apple (Flower Crab)","Malus",NA,"Deciduous","Donald Wyman",NA,-111.049,45.66863
"Apple (Flower Crab)","Malus",NA,"Deciduous","Donald Wyman",NA,-111.049,45.66862
"Apple (Flower Crab)","Malus",NA,"Deciduous","Donald Wyman",NA,-111.049,45.66866
"Mayday Tree","Prunus","padas","Deciduous",NA,NA,-111.05,45.66846
"Mayday Tree","Prunus","padas","Deciduous",NA,NA,-111.05,45.66848
"Mayday Tree","Prunus","padas","Deciduous",NA,NA,-111.05,45.6685
"Mayday Tree","Prunus","padas","Deciduous",NA,NA,-111.05,45.6685
"Mayday Tree","Prunus","padas","Deciduous",NA,NA,-111.05,45.6685
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66769
"Aspen","Populus","tremuloides","Deciduous",NA,NA,-111.05,45.66768
"Amur Maple","Acer","ginnala","Deciduous",NA,NA,-111.05,45.66767
"Honey Locust","Gleditsia","triacanthos","Deciduous","Inermis",NA,-111.05,45.66822
"Japanese Tree Lilac","Syringa","reticulata","Deciduous",NA,NA,-111.046,45.66689
"Japanese Tree Lilac","Syringa","reticulata","Deciduous",NA,NA,-111.046,45.6668
"Japanese Tree Lilac","Syringa","reticulata","Deciduous","Ivory Silk",NA,-111.046,45.66696
"Japanese Tree Lilac","Syringa","reticulata","Deciduous","Ivory Silk",NA,-111.046,45.66696
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.046,45.66702
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.046,45.66703
"Mountain Ash","Sorbus","decora","Deciduous",NA,NA,-111.046,45.66698
"Mountain Ash","Sorbus","decora","Deciduous",NA,NA,-111.046,45.66699
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.045,45.66669
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66674
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66679
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.046,45.66699
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.045,45.6668
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.045,45.66691
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.045,45.66701
"Japanese Tree Lilac","Syringa","reticulata","Deciduous",NA,NA,-111.046,45.6672
"Japanese Tree Lilac","Syringa","reticulata","Deciduous",NA,NA,-111.046,45.6672
"Japanese Tree Lilac","Syringa","reticulata","Deciduous",NA,NA,-111.046,45.6672
"Japanese Tree Lilac","Syringa","reticulata","Deciduous",NA,NA,-111.046,45.6672
"Hot Wings Maple","Acer","tataricum","Deciduous","Hot Wings",NA,-111.046,45.6672
"Hot Wings Maple","Acer","tataricum","Deciduous","Hot Wings",NA,-111.046,45.6672
"Chokecherry","Prunus","virginiana","Deciduous",NA,NA,-111.046,45.66715
"Chokecherry","Prunus","virginiana","Deciduous",NA,NA,-111.046,45.66715
"Chokecherry","Prunus","virginiana","Deciduous",NA,NA,-111.046,45.66724
"Chokecherry","Prunus","virginiana","Deciduous",NA,NA,-111.046,45.66724
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.05,45.66595
"Maple (Silver)","Acer","saccharinum","Deciduous",NA,NA,-111.053,45.66454
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.055,45.66938
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.055,45.66938
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.055,45.66955
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.055,45.66967
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.055,45.66974
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.055,45.66982
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.055,45.67002
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.055,45.67004
"Apple (Flower Crab)","Malus",NA,"Deciduous",NA,NA,-111.055,45.67006
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.055,45.67006
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.054,45.67007
"Buckeye","Aesculus","glabra","Deciduous",NA,NA,-111.054,45.67007
"Elm (American)","Ulmus","americana","Deciduous",NA,NA,-111.054,45.67003
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.054,45.66671
"Ash (Green)","Fraxinus","pennsylvanica","Deciduous",NA,NA,-111.054,45.66662
"Mayday Tree","Prunus","padus","Deciduous",NA,NA,-111.054,45.66673
"Mayday Tree","Prunus","padus","Deciduous",NA,NA,-111.053,45.66671
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.053,45.66668
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.053,45.66671
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.053,45.66673
"Ginnala Maple","Acer","ginnala","Deciduous",NA,"7/27/2015 0:00",-111.052,45.66662
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.052,45.66665
"Lilac (Japanese)","Syringa","reticulata","Deciduous",NA,NA,-111.052,45.66661
"Apple","Malus",NA,"Deciduous",NA,NA,-111.052,45.66696
"Apple (Flower Crab)","Malus",NA,"Deciduous","Dolgo",NA,-111.052,45.66708
"Apple (Flower Crab)","Malus",NA,"Deciduous","Dolgo",NA,-111.052,45.66712
"Apple (Flower Crab)","Malus",NA,"Deciduous","Dolgo",NA,-111.052,45.66716
"Apple (Flower Crab)","Malus",NA,"Deciduous","Dolgo",NA,-111.052,45.66726
"Apple (Flower Crab)","Malus",NA,"Deciduous","Dolgo",NA,-111.052,45.66729
"Apple (Flower Crab)","Malus",NA,"Deciduous","Dolgo",NA,-111.052,45.66733
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.053,45.66719
"Chokecherry","Prunus","virginiania","Deciduous",NA,NA,-111.053,45.66719
"Chokecherry","Prunus","virginiania","Deciduous",NA,NA,-111.053,45.66721
"Oak (Bur)","Quercus","macrocarpa","Deciduous",NA,NA,-111.053,45.66719
"Chokecherry","Prunus","virginiania","Deciduous",NA,NA,-111.053,45.6672
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.053,45.66746
"Maple (Norway)","Acer","platanoides","Deciduous",NA,NA,-111.052,45.66739
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.052,45.66711
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.052,45.66713
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.052,45.66716
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.052,45.66719
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.052,45.66725
"Linden","Tilia",NA,"Deciduous",NA,NA,-111.052,45.66727
